ds,uid,pv
2022/11/28,100025706,1
2023/1/7,100025706,1
2022/11/4,100025706,1
2022/12/12,100025706,2
2022/11/9,100025706,2
2022/11/8,100025706,2
2023/2/6,100025706,1
2022/11/16,100025706,1
2022/11/14,100025706,1
2023/2/9,100025706,1
2023/1/8,100025706,1
2022/12/14,100025706,2
2022/11/6,100025706,1
2022/11/29,100025706,2
2023/2/5,100025706,1
2023/1/28,100025706,1
2023/2/24,100025706,1
2022/11/11,100025706,1
2022/11/26,100025706,1
2022/12/1,100025706,2
2022/11/21,100025706,5
2023/2/10,100025706,1
2022/12/2,100025706,2
2022/12/7,100025706,1
2022/11/15,100025706,1
2022/11/24,100025706,1
2022/12/5,100025706,1
2022/12/8,100025706,3
2022/9/20,100025730,2
2022/9/7,100025730,1
2023/6/20,100025730,15
2023/4/13,100025730,1
2022/9/14,100025730,1
2022/12/29,100025730,1
2022/12/22,100025730,2
2022/9/15,100025730,1
2023/3/30,100025730,1
2023/8/29,100025730,1
2023/2/28,100025730,1
2023/6/21,100025730,1
2022/9/6,100025730,2
2022/9/16,100025730,1
2023/5/9,100025730,1
2022/12/20,100025730,2
2023/8/8,100025790,4
2023/4/23,100025790,6
2023/8/14,100025790,1
2023/7/19,100025790,4
2023/8/30,100025790,2
2023/7/28,100025790,4
2023/7/26,100025790,13
2023/5/11,100025790,17
2023/7/25,100025790,2
2023/5/4,100025790,1
2023/5/22,100025790,3
2023/7/12,100025790,2
2023/9/1,100025790,1
2023/8/2,100025790,2
2023/4/24,100025790,5
2023/8/23,100025790,3
2023/7/21,100025790,1
2023/7/24,100025790,2
2023/5/5,100025790,1
2023/7/27,100025790,9
2023/4/21,100025790,4
2023/5/6,100025790,2
2023/5/10,100025790,1
2023/7/18,100025790,15
2023/8/31,100025790,2
2023/8/1,100025790,4
2023/4/18,100025790,1
2022/11/28,100025835,1
2022/9/3,100025835,1
2022/12/10,100025835,1
2022/9/2,100025835,1
2022/12/6,100025835,1
2023/3/14,100025835,1
2022/11/19,100025835,1
2022/11/24,100025835,1
2023/8/28,100025859,24
2023/5/8,100025934,1
2023/6/14,100025934,3
2023/4/18,100025934,2
2023/5/30,100025934,1
2023/4/21,100025934,1
2023/5/7,100025934,1
2023/5/4,100025934,2
2023/6/4,100025934,1
2023/5/5,100025934,3
2023/8/21,100025934,1
2023/7/5,100025934,3
2023/6/7,100025934,1
2023/6/17,100025934,1
2023/4/23,100025934,1
2023/4/13,100025934,2
2023/6/15,100025934,4
2023/5/14,100025934,2
2023/5/15,100025934,2
2023/7/23,100025934,2
2023/8/28,100025934,1
2023/6/6,100025934,1
2023/6/19,100025934,2
2023/4/12,100025934,1
2023/4/22,100025934,1
2023/4/27,100025934,1
2023/6/20,100025934,2
2023/5/12,100025934,1
2023/7/11,100025934,1
2023/6/13,100025934,1
2023/5/6,100025934,1
2023/4/17,100025934,2
2023/2/8,100025980,2
2022/9/11,100025980,2
2023/6/23,100025980,1
2023/5/15,100025980,1
2022/11/8,100025980,1
2022/11/9,100025980,1
2022/10/26,100025980,1
2023/7/5,100025980,1
2023/2/18,100025980,1
2023/2/1,100025980,1
2022/10/14,100025980,3
2023/3/16,100025980,1
2022/9/13,100025980,2
2022/12/16,100025980,1
2023/2/11,100025980,1
2023/5/25,100025980,1
2022/10/30,100025980,2
2023/3/10,100025980,1
2023/5/13,100025980,1
2022/10/22,100025980,3
2023/3/26,100025980,1
2022/10/19,100025980,5
2022/9/9,100025980,2
2023/5/27,100025980,3
2023/8/31,100025980,1
2023/5/7,100025980,2
2023/3/14,100025980,3
2022/9/7,100025980,4
2022/11/19,100025980,2
2023/4/17,100025980,1
2022/9/8,100025980,1
2022/11/15,100025980,1
2023/4/24,100025980,1
2023/3/15,100025980,1
2023/6/16,100025980,1
2023/3/11,100025980,3
2023/2/24,100025980,1
2022/9/12,100025980,1
2023/2/5,100025980,1
2023/2/21,100025980,1
2022/11/7,100025980,1
2022/10/17,100025980,1
2023/3/9,100025980,2
2023/3/20,100025980,1
2022/11/4,100025980,1
2023/7/19,100025980,1
2023/2/7,100025980,1
2023/3/28,100025980,1
2023/4/2,100025980,1
2023/2/3,100025980,6
2023/7/4,100025980,1
2022/10/29,100025980,1
2022/10/13,100025980,1
2022/9/29,100025980,1
2023/2/6,100025980,1
2022/11/28,100025980,1
2023/5/28,100025980,1
2022/9/14,100025980,1
2023/2/9,100025980,1
2023/1/29,100025980,2
2022/9/19,100025980,1
2022/11/25,100025980,2
2023/5/23,100025980,1
2022/10/25,100025980,1
2022/12/2,100025980,3
2023/6/11,100025980,1
2023/7/24,100025980,1
2022/11/22,100025980,3
2023/3/12,100025980,4
2023/5/16,100025980,1
2022/11/14,100025980,3
2022/9/15,100025980,7
2023/6/18,100025980,1
2023/8/7,100025980,1
2023/5/10,100025980,1
2022/11/1,100025980,4
2022/12/13,100025980,1
2022/11/17,100025980,1
2023/2/13,100025980,2
2022/10/12,100025980,1
2023/3/6,100025980,1
2022/10/20,100025980,3
2022/9/29,100026045,1
2022/10/4,100026045,1
2023/8/21,100026045,1
2023/8/14,100026045,1
2022/10/3,100026045,1
2023/8/13,100026045,1
2022/10/9,100026045,1
2023/8/29,100026045,1
2023/7/8,100026061,1
2023/7/1,100026061,1
2023/8/8,100026061,1
2023/3/11,100026061,2
2022/9/22,100026061,2
2023/8/9,100026061,2
2023/3/9,100026061,1
2023/7/21,100026061,2
2023/7/9,100026061,2
2023/6/25,100026061,2
2022/9/23,100026061,2
2023/7/27,100026061,1
2023/5/5,100026061,1
2022/10/8,100026061,1
2023/7/18,100026061,2
2023/6/8,100026061,2
2023/6/23,100026061,2
2023/5/8,100026061,1
2023/3/22,100026061,1
2023/4/19,100026061,2
2023/3/30,100026061,2
2023/3/12,100026061,2
2022/9/17,100026061,1
2023/3/15,100026061,1
2023/4/14,100026061,2
2022/9/26,100026061,2
2023/6/9,100026061,3
2023/4/10,100026061,1
2023/4/29,100026061,1
2023/4/21,100026061,1
2023/7/6,100026061,2
2023/7/3,100026061,1
2023/4/11,100026061,1
2023/7/31,100026061,1
2023/6/30,100026061,1
2023/7/28,100026061,1
2023/5/14,100026061,1
2023/3/23,100026061,1
2023/3/31,100026061,1
2023/4/17,100026061,1
2023/4/15,100026061,1
2022/9/29,100026061,1
2023/3/14,100026061,1
2023/5/17,100026061,1
2023/2/19,100026061,2
2022/9/27,100026061,2
2023/5/2,100026061,1
2023/7/26,100026061,1
2023/5/26,100026061,2
2023/7/19,100026061,1
2023/8/14,100026061,1
2023/5/4,100026061,1
2023/7/22,100026061,2
2022/9/18,100026061,1
2023/7/11,100026061,1
2022/9/20,100026061,1
2023/8/2,100026061,1
2023/7/20,100026061,1
2023/5/12,100026061,1
2023/7/22,100026089,2
2023/8/8,100026089,2
2023/8/2,100026089,1
2023/8/13,100026089,1
2023/5/19,100026132,1
2023/5/23,100026132,4
2023/5/24,100026132,1
2023/5/21,100026132,1
2022/10/31,100026183,1
2023/7/12,100026188,1
2023/7/3,100026188,1
2023/7/2,100026188,1
2023/7/9,100026188,1
2023/7/10,100026188,1
2022/10/12,100026249,1
2023/2/22,100026249,2
2023/8/9,100026249,1
2023/7/2,100026249,1
2022/9/10,100026249,1
2023/2/21,100026249,3
2023/3/3,100026249,1
2023/2/24,100026249,2
2023/6/9,100026249,3
2023/6/12,100026249,3
2023/3/4,100026249,2
2023/2/27,100026249,2
2023/4/8,100026249,1
2023/7/25,100026249,1
2022/9/2,100026249,1
2023/2/23,100026249,1
2023/2/20,100026249,2
2023/3/9,100026249,1
2023/7/28,100026249,2
2023/7/20,100026249,3
2023/3/2,100026249,2
2023/3/15,100026249,1
2023/2/19,100026249,4
2023/6/11,100026249,1
2023/4/2,100026270,1
2023/3/27,100026270,1
2023/2/26,100026270,1
2023/4/11,100026270,1
2023/4/3,100026270,1
2023/3/31,100026270,1
2023/4/13,100026332,1
2023/2/24,100026332,1
2023/4/10,100026332,1
2022/9/1,100026332,1
2022/9/6,100026332,1
2023/6/19,100026332,1
2023/7/31,100026332,1
2023/3/31,100026332,1
2022/9/13,100026332,2
2023/2/14,100026332,1
2023/7/25,100026332,3
2023/6/6,100026332,1
2022/9/2,100026332,1
2023/2/23,100026332,1
2022/10/6,100026377,1
2022/9/26,100026377,3
2023/1/2,100026377,1
2022/11/9,100026377,1
2022/11/29,100026377,1
2023/1/27,100026377,1
2022/12/15,100026377,1
2022/11/26,100026377,1
2022/10/31,100026377,1
2022/10/1,100026377,1
2022/12/16,100026377,2
2022/12/3,100026377,1
2022/9/17,100026377,1
2022/10/5,100026377,4
2022/12/5,100026377,1
2022/12/7,100026377,3
2022/11/23,100026377,1
2022/11/24,100026377,2
2022/10/2,100026377,1
2022/12/4,100026377,1
2022/12/9,100026377,2
2022/10/23,100026377,1
2022/12/25,100026377,1
2022/11/20,100026377,1
2022/10/30,100026377,1
2023/1/6,100026377,2
2022/11/22,100026377,1
2022/12/26,100026377,1
2022/12/12,100026377,3
2023/1/7,100026377,1
2022/12/31,100026377,1
2022/11/25,100026377,3
2022/9/23,100026377,1
2022/12/13,100026377,1
2022/12/10,100026377,1
2022/9/25,100026377,1
2022/12/14,100026377,1
2022/10/3,100026377,1
2022/12/19,100026377,1
2023/7/19,100026379,1
2022/10/27,100026379,2
2022/10/22,100026379,2
2022/10/21,100026379,1
2022/11/15,100026379,1
2023/7/20,100026379,2
2022/10/25,100026379,3
2022/10/20,100026379,3
2022/10/31,100026379,2
2022/11/14,100026379,4
2023/7/13,100026379,1
2022/10/19,100026379,3
2023/7/26,100026379,1
2023/7/16,100026379,4
2023/7/14,100026379,1
2023/7/21,100026379,1
2022/11/17,100026379,2
2023/7/25,100026379,3
2022/10/24,100026379,5
2022/10/23,100026379,1
2023/7/17,100026379,6
2023/7/15,100026379,1
2023/7/12,100026396,1
2023/3/29,100026424,7
2023/6/5,100026424,2
2023/5/28,100026424,2
2023/8/11,100026424,1
2023/8/6,100026424,4
2023/8/24,100026424,1
2023/5/25,100026424,3
2023/7/10,100026424,8
2023/2/24,100026424,1
2023/6/22,100026424,4
2023/6/30,100026424,2
2023/6/29,100026424,3
2023/1/8,100026424,1
2023/6/6,100026424,2
2023/3/1,100026424,1
2023/7/2,100026424,7
2023/5/27,100026424,9
2023/8/1,100026424,4
2023/1/5,100026424,1
2023/6/1,100026424,2
2023/2/7,100026424,3
2023/6/25,100026424,2
2023/2/4,100026424,1
2023/6/2,100026424,4
2023/4/30,100026424,1
2023/7/9,100026424,3
2023/7/11,100026424,10
2023/8/7,100026424,6
2023/7/25,100026424,7
2023/3/4,100026424,1
2023/6/11,100026424,1
2023/2/23,100026424,2
2023/8/18,100026424,3
2023/4/25,100026424,1
2023/5/15,100026424,2
2023/2/6,100026424,1
2023/6/9,100026424,3
2023/6/4,100026424,1
2023/2/28,100026424,3
2023/7/31,100026424,3
2023/6/13,100026424,1
2023/4/29,100026424,4
2023/7/12,100026424,7
2023/6/8,100026424,1
2023/8/27,100026424,1
2023/8/2,100026424,4
2023/5/30,100026424,3
2023/5/26,100026424,1
2023/1/29,100026424,1
2023/8/17,100026424,2
2023/2/17,100026424,2
2023/6/3,100026424,3
2023/4/23,100026424,1
2023/5/1,100026424,1
2023/8/5,100026424,2
2023/7/27,100026424,2
2023/7/3,100026424,1
2023/7/28,100026424,4
2023/6/21,100026424,6
2023/7/13,100026424,1
2023/7/23,100026424,2
2023/8/26,100026424,3
2023/5/20,100026424,2
2023/8/10,100026424,2
2023/5/13,100026424,3
2023/8/22,100026424,2
2023/7/1,100026424,5
2023/8/16,100026424,2
2023/7/30,100026424,1
2023/3/2,100026424,4
2023/8/3,100026424,3
2023/8/8,100026424,6
2023/2/27,100026424,2
2023/4/20,100026424,2
2023/1/10,100026424,2
2023/5/21,100026424,1
2023/7/20,100026424,1
2023/8/9,100026424,3
2023/7/22,100026424,7
2023/6/23,100026424,6
2023/5/12,100026424,1
2023/4/24,100026424,4
2023/6/18,100026424,1
2023/5/24,100026424,6
2023/6/7,100026424,2
2023/5/14,100026424,6
2023/5/19,100026424,1
2023/3/30,100026424,2
2023/7/26,100026424,3
2023/4/26,100026424,5
2023/2/16,100026424,2
2023/6/26,100026424,2
2023/3/3,100026424,1
2023/5/23,100026424,4
2023/6/24,100026424,3
2023/2/5,100026424,1
2022/9/26,100026442,1
2022/9/28,100026442,1
2022/10/13,100026442,2
2022/9/25,100026442,2
2022/10/11,100026442,1
2022/9/24,100026442,1
2022/11/23,100026442,1
2022/11/27,100026442,1
2022/11/16,100026442,3
2022/11/11,100026442,4
2022/9/27,100026442,2
2022/11/10,100026442,4
2022/11/15,100026442,2
2022/11/13,100026442,2
2022/11/9,100026442,3
2022/11/22,100026442,2
2022/10/8,100026442,1
2022/11/4,100026442,3
2022/11/25,100026442,2
2022/9/4,100026510,1
2023/8/7,100026536,3
2023/5/23,100026536,1
2022/9/1,100026536,10
2022/9/3,100026536,2
2023/8/8,100026546,3
2022/10/17,100026546,1
2023/8/30,100026546,3
2023/3/14,100026546,4
2022/12/1,100026546,1
2023/3/8,100026546,1
2023/8/4,100026546,14
2023/3/9,100026546,2
2023/2/22,100026546,4
2022/9/23,100026546,1
2023/2/1,100026546,4
2022/9/1,100026546,2
2022/9/22,100026546,1
2023/7/26,100026546,3
2023/2/10,100026546,1
2022/10/8,100026546,2
2023/8/28,100026546,8
2023/5/15,100026546,4
2022/11/1,100026546,1
2023/6/26,100026546,10
2023/8/3,100026546,10
2023/7/27,100026546,3
2022/11/3,100026546,1
2023/9/1,100026546,1
2023/8/23,100026546,4
2023/6/21,100026546,4
2023/5/22,100026546,1
2022/10/5,100026546,5
2023/5/16,100026546,9
2023/3/17,100026546,11
2023/3/16,100026546,7
2023/3/30,100026546,1
2022/12/7,100026546,3
2022/10/9,100026546,6
2023/6/20,100026546,1
2022/10/15,100026546,1
2022/12/24,100026546,1
2023/6/16,100026546,3
2023/3/29,100026546,1
2022/9/16,100026546,1
2023/8/9,100026546,4
2022/10/13,100026546,8
2023/7/24,100026546,13
2023/6/19,100026546,3
2023/8/1,100026546,2
2022/12/10,100026546,1
2023/8/25,100026546,3
2023/8/7,100026546,6
2023/2/20,100026546,4
2023/3/1,100026546,4
2022/12/14,100026546,2
2023/2/23,100026546,7
2023/6/13,100026546,4
2023/6/25,100026546,14
2022/9/27,100026546,1
2022/9/20,100026546,1
2023/8/31,100026546,5
2023/2/2,100026546,1
2023/5/13,100026546,1
2023/5/23,100026546,4
2022/9/19,100026546,2
2022/10/10,100026546,1
2023/2/4,100026546,1
2022/9/29,100026546,1
2023/8/29,100026546,7
2023/8/24,100026546,5
2022/11/10,100026546,3
2023/8/18,100026546,3
2022/10/16,100026546,1
2022/9/26,100026546,1
2023/7/28,100026546,5
2022/10/18,100026546,1
2023/6/9,100026546,2
2023/8/21,100026546,9
2022/10/12,100026546,2
2023/4/18,100026546,10
2022/10/21,100026546,2
2023/2/17,100026546,1
2022/10/19,100026546,1
2023/1/14,100026546,1
2023/6/15,100026546,1
2023/6/14,100026546,5
2022/10/6,100026546,4
2022/9/15,100026546,2
2023/3/10,100026546,2
2023/8/10,100026546,9
2022/12/20,100026546,1
2022/12/25,100026546,1
2023/2/24,100026546,1
2022/12/27,100026546,1
2022/12/8,100026546,1
2023/3/11,100026546,2
2023/3/2,100026546,1
2023/4/19,100026546,1
2023/3/13,100026546,7
2023/7/25,100026546,4
2023/5/19,100026546,3
2023/8/22,100026546,18
2023/1/6,100026546,3
2023/3/15,100026546,1
2022/10/14,100026546,3
2023/2/13,100026546,1
2023/8/14,100026546,3
2022/10/11,100026546,1
2022/9/12,100026557,2
2022/9/16,100026583,2
2022/9/6,100026583,2
2022/9/5,100026583,1
2022/9/22,100026583,1
2022/9/15,100026583,1
2022/9/8,100026583,1
2022/9/23,100026583,1
2022/9/3,100026583,2
2022/10/10,100026586,1
2022/9/4,100026586,1
2022/10/5,100026586,1
2022/9/14,100026586,1
2022/9/17,100026586,3
2022/10/11,100026586,1
2023/2/8,100026586,1
2022/9/6,100026586,1
2022/9/7,100026586,2
2022/9/5,100026586,1
2023/2/13,100026586,1
2022/10/9,100026586,1
2022/9/15,100026586,2
2022/10/3,100026586,1
2022/9/27,100026586,3
2022/9/20,100026586,3
2022/9/25,100026586,3
2022/9/12,100026586,6
2022/9/26,100026586,1
2022/9/13,100026586,2
2022/9/18,100026586,1
2022/10/27,100026586,1
2022/9/21,100026586,3
2023/2/1,100026586,1
2022/10/7,100026586,1
2022/9/8,100026586,1
2022/9/9,100026586,1
2022/10/8,100026586,1
2022/9/16,100026586,2
2022/10/22,100026586,2
2023/5/25,100026605,1
2023/5/17,100026605,1
2023/5/6,100026605,1
2023/5/24,100026605,1
2023/5/31,100026605,1
2023/3/5,100026609,1
2023/3/13,100026609,1
2022/9/10,100026609,1
2023/2/20,100026631,1
2023/8/20,100026631,1
2023/5/28,100026631,1
2023/7/19,100026631,1
2023/7/13,100026631,1
2023/3/23,100026631,3
2023/5/27,100026631,1
2023/8/18,100026631,2
2023/6/4,100026631,2
2023/7/8,100026631,2
2023/2/15,100026631,3
2023/7/24,100026631,1
2023/4/5,100026631,1
2023/3/22,100026631,2
2023/6/7,100026631,1
2023/6/24,100026631,1
2023/7/4,100026631,3
2023/6/14,100026631,2
2023/8/2,100026631,1
2023/7/26,100026631,1
2023/3/26,100026631,1
2023/4/17,100026631,1
2023/8/23,100026631,1
2023/5/10,100026631,1
2023/5/2,100026631,1
2023/7/23,100026631,1
2023/7/30,100026631,1
2023/8/17,100026631,1
2023/6/16,100026631,1
2023/3/5,100026631,3
2023/7/7,100026631,1
2023/3/20,100026631,2
2023/4/26,100026631,1
2023/6/21,100026631,1
2023/3/15,100026631,2
2023/2/11,100026631,3
2023/5/29,100026631,2
2023/5/31,100026631,3
2023/3/6,100026631,1
2023/8/1,100026631,1
2023/4/22,100026631,1
2023/2/21,100026631,1
2023/6/30,100026631,1
2023/6/20,100026631,1
2023/6/6,100026631,1
2023/6/15,100026631,1
2023/2/13,100026631,1
2023/7/16,100026631,1
2023/3/19,100026631,1
2023/6/17,100026631,1
2023/7/29,100026631,1
2023/8/31,100026631,1
2023/3/13,100026631,3
2023/5/30,100026631,1
2023/6/8,100026631,1
2023/3/30,100026631,1
2023/6/5,100026631,3
2023/7/27,100026631,1
2023/3/2,100026631,1
2023/6/26,100026631,4
2023/3/28,100026631,1
2023/4/8,100026631,1
2023/2/14,100026631,1
2023/4/14,100026631,1
2023/8/7,100026631,1
2023/7/12,100026631,1
2023/4/18,100026631,1
2023/2/19,100026631,2
2023/2/18,100026631,1
2023/5/22,100026631,2
2023/3/12,100026631,1
2023/3/21,100026631,2
2023/5/5,100026631,1
2023/3/4,100026631,2
2023/7/15,100026631,1
2023/5/21,100026631,2
2023/8/25,100026631,2
2023/7/31,100026631,1
2023/6/18,100026631,2
2023/4/12,100026631,1
2023/7/17,100026631,1
2023/4/2,100026631,1
2023/6/25,100026631,1
2023/6/23,100026631,3
2023/8/11,100026631,1
2023/8/30,100026631,1
2023/3/17,100026631,1
2023/2/16,100026631,2
2023/8/26,100026631,2
2023/4/6,100026631,6
2023/6/3,100026631,1
2023/4/1,100026631,3
2023/2/12,100026631,2
2023/5/20,100026631,1
2023/4/15,100026631,1
2023/6/1,100026631,1
2022/11/17,100026641,1
2023/2/6,100026649,3
2022/9/29,100026649,2
2022/9/15,100026649,1
2023/8/21,100026649,2
2023/2/8,100026649,2
2022/9/1,100026649,1
2023/2/10,100026649,1
2022/9/23,100026649,1
2023/2/9,100026649,1
2022/9/19,100026649,3
2022/10/9,100026649,1
2023/8/18,100026649,2
2023/8/19,100026649,1
2022/10/8,100026649,1
2023/1/30,100026649,3
2023/2/7,100026649,4
2023/4/11,100026649,1
2022/9/14,100026649,1
2022/12/28,100026649,1
2023/1/31,100026649,1
2023/1/9,100026649,1
2023/8/20,100026649,1
2022/9/26,100026649,2
2023/2/2,100026649,5
2022/9/16,100026649,1
2023/2/1,100026649,6
2022/9/21,100026649,2
2023/8/17,100026649,3
2022/10/24,100026687,2
2022/9/23,100026687,1
2022/12/14,100026687,1
2022/9/18,100026687,3
2022/9/19,100026687,1
2022/10/22,100026687,2
2022/10/11,100026687,1
2022/11/14,100026687,1
2022/9/20,100026687,1
2022/11/9,100026687,2
2022/10/25,100026687,1
2022/10/18,100026687,3
2022/11/19,100026687,1
2022/9/15,100026687,1
2022/9/7,100026687,1
2022/12/21,100026687,1
2022/9/28,100026687,1
2022/9/24,100026687,1
2022/11/12,100026687,1
2022/9/12,100026687,1
2022/9/3,100026687,4
2022/10/31,100026687,1
2022/11/10,100026687,1
2022/12/20,100026687,1
2022/9/4,100026687,2
2022/11/15,100026687,1
2022/12/9,100026687,1
2022/9/9,100026687,1
2022/9/10,100026687,1
2022/9/30,100026687,1
2022/9/22,100026687,1
2022/11/11,100026687,1
2022/9/29,100026687,1
2022/9/16,100026687,2
2022/10/3,100026687,1
2022/11/1,100026687,2
2022/11/4,100026687,1
2022/10/12,100026687,1
2023/3/3,100026688,1
2023/4/7,100026688,1
2023/3/14,100026688,1
2023/6/20,100026688,1
2023/6/19,100026688,1
2023/4/6,100026688,1
2023/5/25,100026697,1
2023/7/12,100026697,1
2023/6/1,100026697,1
2023/4/1,100026711,1
2023/1/10,100026711,1
2023/2/6,100026711,1
2022/9/27,100026711,1
2022/12/10,100026711,1
2023/8/31,100026711,1
2023/8/15,100026711,1
2023/2/9,100026711,1
2023/4/2,100026711,1
2023/3/26,100026711,2
2023/3/24,100026711,1
2023/4/11,100026766,3
2023/3/29,100026766,1
2023/4/13,100026766,1
2023/5/22,100026766,1
2023/5/24,100026766,2
2023/5/25,100026766,2
2023/6/6,100026766,1
2023/5/29,100026766,1
2022/10/17,100026798,1
2022/9/4,100026798,1
2022/10/25,100026798,3
2023/2/11,100026812,4
2023/2/13,100026812,1
2023/5/8,100026812,1
2023/2/9,100026812,2
2023/2/16,100026812,1
2023/3/29,100026812,2
2023/3/24,100026812,1
2023/2/10,100026812,1
2023/4/17,100026812,1
2023/4/20,100026812,1
2023/3/18,100026812,3
2023/4/3,100026812,1
2023/2/15,100026812,1
2022/10/15,100026813,2
2023/7/22,100026813,1
2023/2/23,100026813,2
2022/9/14,100026813,1
2022/9/15,100026813,1
2023/2/11,100026853,1
2023/2/10,100026853,3
2023/3/17,100026861,1
2023/3/18,100026861,3
2023/3/31,100026861,1
2023/3/8,100026861,2
2023/3/7,100026861,1
2023/3/10,100026861,2
2023/3/13,100026861,1
2023/3/4,100026861,2
2023/7/31,100026895,2
2023/8/5,100026895,1
2023/8/3,100026895,1
2023/8/7,100026895,1
2023/8/23,100026895,1
2023/8/16,100026895,2
2023/8/27,100026895,1
2023/7/28,100026895,2
2023/8/9,100026895,1
2023/8/28,100026895,1
2023/8/15,100026895,1
2023/8/31,100026895,1
2023/7/26,100026895,2
2023/8/24,100026895,2
2023/8/8,100026895,1
2023/8/18,100026895,1
2023/2/10,100026901,1
2022/10/10,100026901,1
2023/2/7,100026901,3
2023/8/4,100027005,1
2023/8/24,100027047,1
2023/8/10,100027047,2
2023/8/16,100027047,1
2023/8/29,100027047,8
2022/10/10,100027047,1
2022/12/14,100027047,2
2022/12/15,100027047,1
2022/9/25,100027047,1
2022/10/19,100027047,1
2023/8/28,100027047,1
2022/9/24,100027047,4
2022/12/8,100027047,4
2022/10/8,100027047,2
2022/9/5,100027047,2
2023/8/7,100027047,1
2023/8/18,100027047,3
2022/10/6,100027047,4
2022/12/23,100027047,1
2022/9/23,100027047,2
2022/9/14,100027047,6
2023/3/6,100027047,1
2022/9/2,100027047,4
2023/6/16,100027123,1
2023/6/10,100027123,1
2023/6/11,100027123,1
2023/2/21,100027188,1
2023/3/3,100027188,4
2023/2/8,100027188,2
2023/3/29,100027188,3
2023/3/25,100027188,1
2023/3/14,100027188,3
2023/3/7,100027188,1
2023/3/28,100027188,2
2023/3/15,100027188,2
2023/4/1,100027188,2
2023/3/10,100027188,1
2023/5/2,100027188,1
2023/3/1,100027188,5
2023/6/2,100027188,4
2023/3/6,100027188,5
2023/2/28,100027188,5
2023/2/24,100027188,5
2023/2/27,100027188,9
2023/5/31,100027188,1
2023/2/26,100027188,4
2023/6/16,100027188,2
2023/2/23,100027188,1
2023/3/2,100027188,3
2023/3/8,100027188,4
2023/3/4,100027188,2
2023/3/31,100027188,1
2023/5/4,100027188,7
2023/3/21,100027188,3
2023/3/16,100027188,1
2023/2/25,100027188,7
2023/3/9,100027188,4
2023/3/30,100027188,4
2023/5/29,100027188,1
2023/6/15,100027188,1
2023/3/27,100027188,1
2023/3/11,100027188,1
2023/5/11,100027188,1
2023/2/22,100027188,1
2023/5/5,100027188,1
2023/5/3,100027188,9
2023/6/20,100027199,1
2023/6/27,100027199,1
2023/6/19,100027199,1
2023/7/24,100027199,1
2023/7/19,100027199,1
2023/7/6,100027199,1
2022/12/15,100027213,2
2023/2/17,100027213,1
2023/3/29,100027213,1
2023/3/3,100027213,1
2023/3/1,100027213,1
2023/3/27,100027213,2
2023/3/28,100027213,1
2023/3/13,100027213,3
2023/3/30,100027213,1
2022/12/16,100027213,1
2023/2/27,100027213,3
2022/12/21,100027213,1
2023/7/6,100027213,2
2023/7/10,100027213,1
2023/7/4,100027213,3
2023/3/2,100027213,1
2023/3/9,100027213,2
2022/12/14,100027213,1
2022/11/3,100027258,5
2022/11/15,100027258,6
2022/10/22,100027258,1
2022/11/16,100027258,6
2022/10/31,100027258,3
2022/9/21,100027258,1
2022/11/14,100027258,3
2022/10/24,100027258,1
2022/11/17,100027258,3
2022/11/8,100027258,2
2022/12/10,100027258,1
2022/10/25,100027258,6
2022/11/7,100027258,5
2022/11/24,100027258,2
2022/11/26,100027258,1
2022/11/29,100027258,1
2022/11/1,100027258,1
2022/10/12,100027258,2
2022/12/12,100027258,3
2022/12/19,100027258,6
2022/12/20,100027258,2
2022/10/13,100027258,6
2022/12/1,100027258,3
2022/12/17,100027258,1
2022/9/20,100027258,4
2022/11/11,100027258,3
2023/7/11,100027258,2
2022/11/23,100027258,1
2022/11/30,100027258,1
2022/10/21,100027258,1
2022/11/19,100027258,6
2022/9/15,100027258,2
2022/9/23,100027258,6
2022/11/25,100027258,5
2022/11/18,100027258,1
2022/11/10,100027258,2
2022/10/27,100027258,4
2022/12/26,100027258,1
2022/11/4,100027258,8
2022/10/17,100027258,3
2022/9/16,100027258,1
2022/11/2,100027258,3
2022/11/28,100027258,5
2022/11/21,100027258,3
2022/11/5,100027258,1
2022/11/22,100027258,3
2023/7/19,100027258,2
2022/9/22,100027258,1
2022/10/20,100027258,1
2023/6/1,100027263,1
2023/3/17,100027263,1
2023/3/1,100027263,1
2023/3/28,100027263,1
2023/3/5,100027263,2
2023/5/30,100027263,2
2023/5/22,100027263,2
2023/3/2,100027263,1
2023/4/9,100027263,1
2023/5/2,100027286,3
2023/5/4,100027286,3
2023/4/30,100027286,3
2023/5/5,100027286,1
2023/5/6,100027286,2
2023/4/27,100027286,1
2023/4/28,100027286,4
2023/4/6,100027293,1
2023/3/16,100027293,1
2023/4/12,100027293,1
2023/3/27,100027293,1
2023/3/14,100027293,1
2023/3/21,100027293,1
2023/4/3,100027293,2
2023/3/20,100027293,3
2023/3/17,100027293,3
2023/3/15,100027293,2
2023/5/8,100027312,1
2022/10/31,100027312,4
2023/6/24,100027312,1
2023/5/17,100027312,4
2023/5/18,100027312,1
2023/6/11,100027312,1
2023/5/23,100027312,1
2023/5/7,100027312,4
2023/4/29,100027312,1
2023/5/25,100027312,1
2023/6/18,100027312,1
2023/5/6,100027312,2
2023/5/24,100027312,2
2023/6/10,100027312,1
2023/5/19,100027312,3
2023/6/7,100027312,1
2023/5/13,100027312,4
2023/5/16,100027312,2
2023/6/9,100027312,2
